area,url,category,title,date
大分市,http://www.city.oita.oita.jp/o157/busferry-ryokousyouhin.html, 支援金,大分市貸切バス・フェリーによる旅行商品造成支援金 ,2021-11-21
大分市,https://www.city.oita.oita.jp/o172/koronataisakukaishuu.html, 補助金,大分市感染症拡大防止対策支援事業補助金 ,2021-11-21
大分市,http://www.city.oita.oita.jp/o016/bunkageijutuhojokin2108.html, 補助金,補助金：大分市文化・芸術活動推進補助金（令和3年度後期） ,2021-11-21
大分市,https://www.city.oita.oita.jp/o155/shigotosangyo/kigyoshien/kaigaihanrohojyokin.html, 補助金,令和3年度大分市海外販路拡大サポート補助金 ,2021-11-21
大分市,https://www.city.oita.oita.jp/o154/shigotosangyo/shokogyo/1400827901094.html, 補助金,大分市商店街活性事業補助金 ,2021-11-21
大分市,https://www.city.oita.oita.jp/o154/shigotosangyo/shokogyo/1455607383200.html, 補助金,大分市商都復活支援事業補助金 ,2021-11-21
大分市,https://www.city.oita.oita.jp/o155/shigotosangyo/kigyoshien/corona-rishihokyu-gaiyou.html, 融資,大分市中小企業者に対する新型コロナウイルス感染症対策に係る利子補給制度 ,2021-11-21
大分市,http://www.city.oita.oita.jp/o155/shigotosangyo/kigyoshien/1297853572289.html, 融資,セーフティネット保証および危機関連保証と大分市への認定申請手続について ,2021-11-21
大分市,http://www.city.oita.oita.jp/o155/sentansetubi.html,, 生産性向上特別措置法に基づく「先端設備等導入計画」の認定申請について ,2021-11-21
大分市,https://www.city.oita.oita.jp/o155/shigotosangyo/kigyoshien/coronataisaku.html, 融資,新型コロナウイルスに関する中小企業者等への金融対策 ,2021-11-21
大分市,https://www.city.oita.oita.jp/o154/shigotosangyo/koyorodo/20200815koyoshare.html,, 雇用シェア（在籍型出向制度）を活用して従業員の雇用を守る企業を無料で支援します ,2021-11-21
大分市,https://oita-cci.or.jp/onlinesoudan, 相談,オンライン経営相談窓口～大分商工会議所～ ,2021-11-21
