area,url,category,title,date
富山県,https://www.tonio.or.jp/info/20220301-bc19/, 補助金,富山県中小企業ビヨンドコロナ補助金(第1次募集) ,2022-03-18
富山県,https://www.pref.toyama.jp/1300/sangyou/shoukoukensetsu/shoukougyou/jigyo_fukkatsu.html, 応援金,富山県事業復活緊急応援金 ,2022-03-18
富山県,https://www.pref.toyama.jp/1211/kurashi/kenkou/koureisha/keizokushien.html, 補助金,富山県新型コロナウイルス感染症に係る介護サービス事業所等に対するサービス継続支援事業費補助金 ,2022-03-18
富山県,https://www.pref.toyama.jp/1300/sangyou/shoukoukensetsu/shoukougyou/jigyo-saikoutiku.html, 補助金,【確認申請受付終了】富山県事業再構築支援事業費補助金 ,2022-03-18
富山県,https://www.pref.toyama.jp/1303/sangyou/roudou/roudoukoyou/gaikokujintaikihiyou.html, 補助金,外国人材待機費用支援補助金 ,2022-03-18
富山県,https://job-suishin.jp/news/2391/, 助成金,「トライアル雇用助成金」「正規雇用助成金」～富山人材活躍推進センター～ ,2022-03-18
富山県,https://www.pref.toyama.jp/1300/sangyou/shoukoukensetsu/shoukougyou/kj00012293/kj00012293-039-01.html, 融資,ビヨンドコロナ応援資金 ,2022-03-18
富山県,https://www.pref.toyama.jp/1300/sangyou/shoukoukensetsu/shoukougyou/kj00012293/kj00012293-040--1.html, 融資,経営改善サポート資金 ,2022-03-18
富山県,https://www.pref.toyama.jp/cms_sec/1300/kj00021519.html, 融資,新型コロナウイルス感染症に関する中小企業者への金融支援について ,2022-03-18
富山県,https://www.pref.toyama.jp/1300/sangyou/shoukoukensetsu/shoukougyou/kj00012293/kj00012293-038-01.html, 融資,DX推進資金 ,2022-03-18
富山県,https://www.pref.toyama.jp/cms_sec/1107/kj00021713.html, 納税,新型コロナウィルス感染症の影響により納税が困難な方に対する県税における猶予制度 ,2022-03-18
富山県,https://www.pref.toyama.jp/1021/kurashi/kenkou/iryou/virus/shien.html#a200,, 事業者のみなさまへの各種支援 ,2022-03-18
