area,url,category,title,date
甲府市,https://www.city.kofu.yamanashi.jp/shoko/akitenpo.html, 補助金,甲府市中心市街地空き店舗活用事業補助金 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/saito/documents/syokuhintenjikai.html, 助成,甲府市食品展示会等出展支援事業 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/business/jigyo/kee/shinkoyushi/index.html, 融資,甲府市中小企業振興融資制度 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/kee.html, 融資,中小企業経営改善資金 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/dokuritsu.html, 融資,創業支援資金 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/dokuritsu_jyosei.html, 融資,女性おうえん資金 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/tenkan.html, 融資,中小企業事業転換資金 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/sangyo.html, 融資,地場産業振興資金 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/tenpo.html, 融資,大規模小売店舗等進出対策資金 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/ante.html, 融資,特別経営安定資金 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/saigai.html, 融資,災害復旧対策資金 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/kisetsu.html, 融資,季節資金 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/kumiai.html, 融資,協同組合育成資金 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/koguchi.html, 融資,小規模企業者小口資金(無担保・無保証人) ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/2012_keiei.html, 融資,甲府市特別経営安定資金のご利用要件の緩和を延長します ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/safetynet.html, 融資,セーフティネット保証制度 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shiminze/houjinsinkoku.html, 税制,新型コロナウイルス感染症の影響による法人市民税の申告・納付等の期限延長 ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/syougyou/documents/koronataisaku.html,, 新型コロナウイルス感染症に関する緊急対応策（事業所向け） ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/business/jigyo/kee/2020_keieiantei.html,, 中小企業者等に向けた新型コロナウイルス感染症の関連情報について ,2022-03-24
甲府市,https://www.city.kofu.yamanashi.jp/shoko/koronasoudann.html, 相談,新型コロナウイルスに関する中小企業・小規模事業者支援・相談窓口について ,2022-03-24
