area,url,category,title,date
知立市,https://www.city.chiryu.aichi.jp/soshiki/shimin/keizai/gyomu/news/1620868244532.html,                  補助金,【新型コロナ関連】知立市テレワーク施設利用促進事業補助金（テレワーク施設の方向け） ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/soshiki/shimin/keizai/gyomu/news/1620866515369.html,                  補助金,事業者向け補助金等申請サポート事業 ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/soshiki/shimin/keizai/gyomu/news/1620894633970.html,  補助金,知立市商工業活性化補助金 ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/soshiki/shimin/keizai/gyomu/news/1620972430934.html,                  補助金,知立市感染症予防対策整備事業補助金 ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/soshiki/shimin/keizai/gyomu/news/1620868430834.html,                  補助金,知立市テレワーク施設利用促進事業補助金（テレワーク施設の方向け） ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/soshiki/shimin/keizai/gyomu/news/1620896073464.html,                  補助金,知立市テレワーク施設利用促進事業補助金（事業者（利用者）向け） ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/important/singatacoronataisaku/zigyousya/1620965804452.html,                  補助金,事業者向け補助金等申請サポート事業 ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/jigyosha/koronakigyousien/index.html,,  新型コロナウイルス感染症特設ページ（中小企業・小規模事業者向け） ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/soshiki/somu/zeimu/gyomu/6/1587967279098.html,,  法人市民税の申告・納付期限の延長について ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/soshiki/shimin/keizai/gyomu/news/1582874933679.html,,                  【新型コロナ関連】セーフティネット保証4号の認定について ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/jigyosha/koronakigyousien/1627620631021.html,,  セーフティネット保証5号の認定について ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/soshiki/shimin/keizai/gyomu/news/1584096867758.html,,  【新型コロナ関連】危機関連保証 ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/topics/1599196145683.html,,                  【新型コロナ関連】先端設備等導入計画に基づき取得した先端設備等に係る固定資産税の特例について ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/soshiki/shimin/keizai/gyomu/news/index.html,,  中小企業・小規模事業者向け新型コロナ関連支援情報 ,2021-11-07
知立市,https://www.city.chiryu.aichi.jp/important/singatacoronataisaku/zigyousya/1585213570091.html,                  相談,中小企業・小規模事業者向け相談窓口 ,2021-11-07
